date,exch,cc_code,underly_code,type_code,prod_name,fut_date,opt_date,opt_strike,valuation_meth,max_array_value,contr_value_fact,sett_p,sett_meth,time_to_expr,margin_rate,base_volat,volat_scan_range,price_model
2020-12-09,NYM,C10,CL,OOF,C10 SHORT TERM ,2021-01-01,2020-12-01,46,EQTY ,310,1000,0.31,CASH ,0.00274,1,0.25,42,B
2020-12-09,NYM,C10,CL,OOF,C10 SHORT TERM ,2021-01-01,2020-12-01,46,EQTY ,600,1000,0.6,CASH ,0.00274,1,0.25,42,B
2020-12-09,NYM,C10,CL,OOF,C10 SHORT TERM ,2021-01-01,2020-12-01,46.5,EQTY ,150,1000,0.15,CASH ,0.00274,1,0.25,42,B
2020-12-09,NYM,C10,CL,OOF,C10 SHORT TERM ,2021-01-01,2020-12-01,46.5,EQTY ,940,1000,0.94,CASH ,0.00274,1,0.25,42,B
2020-12-09,NYM,C10,CL,OOF,C10 SHORT TERM ,2021-01-01,2020-12-01,47,EQTY ,70,1000,0.07,CASH ,0.00274,1,0.25,42,B
2020-12-09,NYM,C10,CL,OOF,C10 SHORT TERM ,2021-01-01,2020-12-01,47,EQTY ,1360,1000,1.36,CASH ,0.00274,1,0.25,42,B
2020-12-09,NYM,C10,CL,OOF,C10 SHORT TERM ,2021-01-01,2020-12-01,47.5,EQTY ,30,1000,0.03,CASH ,0.00274,1,0.25,42,B
2020-12-09,NYM,C10,CL,OOF,C10 SHORT TERM ,2021-01-01,2020-12-01,47.5,EQTY ,1820,1000,1.82,CASH ,0.00274,1,0.25,42,B
2020-12-09,NYM,C10,CL,OOF,C10 SHORT TERM ,2021-01-01,2020-12-01,48,EQTY ,10,1000,0.01,CASH ,0.00274,1,0.25,42,B
2020-12-09,NYM,C10,CL,OOF,C10 SHORT TERM ,2021-01-01,2020-12-01,48,EQTY ,2300,1000,2.3,CASH ,0.00274,1,0.25,42,B
2020-12-09,NYM,C10,CL,OOF,C10 SHORT TERM ,2021-01-01,2020-12-01,48.5,EQTY ,4,1000,0.01,CASH ,0.00274,0.4,0.25,42,B
2020-12-09,NYM,C10,CL,OOF,C10 SHORT TERM ,2021-01-01,2020-12-01,48.5,EQTY ,2790,1000,2.79,CASH ,0.00274,1,0.25,42,B
2020-12-09,NYM,C10,CL,OOF,C10 SHORT TERM ,2021-01-01,2020-12-01,49,EQTY ,1,1000,0.01,CASH ,0.00274,0.1,0.25,42,B
2020-12-09,NYM,C10,CL,OOF,C10 SHORT TERM ,2021-01-01,2020-12-01,49,EQTY ,3290,1000,3.29,CASH ,0.00274,1,0.25,42,B
2020-12-09,NYM,C10,CL,OOF,C10 SHORT TERM ,2021-01-01,2020-12-01,49.5,EQTY ,0,1000,0.01,CASH ,0.00274,0,0.25,42,B
2020-12-09,NYM,C10,CL,OOF,C10 SHORT TERM ,2021-01-01,2020-12-01,49.5,EQTY ,3790,1000,3.79,CASH ,0.00274,1,0.25,42,B
2020-12-09,NYM,C10,CL,OOF,C10 SHORT TERM ,2021-01-01,2020-12-01,50,EQTY ,0,1000,0.01,CASH ,0.00274,0,0.25,42,B
2020-12-09,NYM,C10,CL,OOF,C10 SHORT TERM ,2021-01-01,2020-12-01,50,EQTY ,4290,1000,4.29,CASH ,0.00274,1,0.25,42,B
2020-12-09,NYM,C10,CL,OOF,C10 SHORT TERM ,2021-01-01,2020-12-01,50.5,EQTY ,0,1000,0.01,CASH ,0.00274,0,0.25,42,B
2020-12-09,NYM,C10,CL,OOF,C10 SHORT TERM ,2021-01-01,2020-12-01,50.5,EQTY ,4750,1000,4.79,CASH ,0.00274,0.9916493,0.25,42,B
2020-12-09,NYM,C10,CL,OOF,C10 SHORT TERM ,2021-01-01,2020-12-01,51,EQTY ,0,1000,0.01,CASH ,0.00274,0,0.25,42,B
2020-12-09,NYM,C10,CL,OOF,C10 SHORT TERM ,2021-01-01,2020-12-01,51,EQTY ,4750,1000,5.29,CASH ,0.00274,0.8979206,0.25,42,B
2020-12-09,NYM,C10,CL,OOF,C10 SHORT TERM ,2021-01-01,2020-12-01,51.5,EQTY ,0,1000,0.01,CASH ,0.00274,0,0.25,42,B
2020-12-09,NYM,C10,CL,OOF,C10 SHORT TERM ,2021-01-01,2020-12-01,51.5,EQTY ,4750,1000,5.79,CASH ,0.00274,0.82038,0.25,42,B
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,7.5,EQTY ,4750,1000,38.03,DELIV,0.005479,0.1249014,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,7.5,EQTY ,0,1000,0.01,DELIV,0.005479,0,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,10,EQTY ,4750,1000,35.53,DELIV,0.005479,0.1336898,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,10,EQTY ,0,1000,0.01,DELIV,0.005479,0,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,12.5,EQTY ,4750,1000,33.03,DELIV,0.005479,0.1438087,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,12.5,EQTY ,0,1000,0.01,DELIV,0.005479,0,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,15,EQTY ,4750,1000,30.53,DELIV,0.005479,0.1555847,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,15,EQTY ,0,1000,0.01,DELIV,0.005479,0,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,17.5,EQTY ,4750,1000,28.03,DELIV,0.005479,0.1694613,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,17.5,EQTY ,0,1000,0.01,DELIV,0.005479,0,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,20,EQTY ,4750,1000,25.53,DELIV,0.005479,0.1860556,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,20,EQTY ,0,1000,0.01,DELIV,0.005479,0,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,22.5,EQTY ,4750,1000,23.03,DELIV,0.005479,0.2062527,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,22.5,EQTY ,0,1000,0.01,DELIV,0.005479,0,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,25,EQTY ,4750,1000,20.53,DELIV,0.005479,0.2313687,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,25,EQTY ,0,1000,0.01,DELIV,0.005479,0,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,27.5,EQTY ,4750,1000,18.03,DELIV,0.005479,0.2634498,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,27.5,EQTY ,0,1000,0.01,DELIV,0.005479,0,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,30,EQTY ,4750,1000,15.53,DELIV,0.005479,0.3058596,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,30,EQTY ,0,1000,0.01,DELIV,0.005479,0,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,30.5,EQTY ,4750,1000,15.03,DELIV,0.005479,0.3160346,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,30.5,EQTY ,0,1000,0.01,DELIV,0.005479,0,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,31,EQTY ,4750,1000,14.53,DELIV,0.005479,0.3269098,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,31,EQTY ,0,1000,0.01,DELIV,0.005479,0,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,31.5,EQTY ,4750,1000,14.03,DELIV,0.005479,0.3385602,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,31.5,EQTY ,0,1000,0.01,DELIV,0.005479,0,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,32,EQTY ,4750,1000,13.53,DELIV,0.005479,0.3510717,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,32,EQTY ,0,1000,0.01,DELIV,0.005479,0,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,32.5,EQTY ,4750,1000,13.03,DELIV,0.005479,0.3645434,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,32.5,EQTY ,0,1000,0.01,DELIV,0.005479,0,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,33,EQTY ,4750,1000,12.53,DELIV,0.005479,0.3790902,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,33,EQTY ,0,1000,0.01,DELIV,0.005479,0,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,33.5,EQTY ,4750,1000,12.03,DELIV,0.005479,0.3948462,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,33.5,EQTY ,0,1000,0.01,DELIV,0.005479,0,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,34,EQTY ,4750,1000,11.53,DELIV,0.005479,0.4119688,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,34,EQTY ,0,1000,0.01,DELIV,0.005479,0,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,34.5,EQTY ,4750,1000,11.03,DELIV,0.005479,0.4306437,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,34.5,EQTY ,0,1000,0.01,DELIV,0.005479,0,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,35,EQTY ,4750,1000,10.53,DELIV,0.005479,0.4510921,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,35,EQTY ,0,1000,0.01,DELIV,0.005479,0,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,35.5,EQTY ,4750,1000,10.03,DELIV,0.005479,0.4735793,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,35.5,EQTY ,0,1000,0.01,DELIV,0.005479,0,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,36,EQTY ,4750,1000,9.53,DELIV,0.005479,0.498426,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,36,EQTY ,0,1000,0.01,DELIV,0.005479,0,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,36.5,EQTY ,4750,1000,9.03,DELIV,0.005479,0.5260244,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,36.5,EQTY ,0,1000,0.01,DELIV,0.005479,0,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,37,EQTY ,4750,1000,8.53,DELIV,0.005479,0.5568581,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,37,EQTY ,0,1000,0.01,DELIV,0.005479,0,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,37.5,EQTY ,4751,1000,8.03,DELIV,0.005479,0.5916563,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,37.5,EQTY ,1,1000,0.01,DELIV,0.005479,0.1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,38,EQTY ,4751,1000,7.53,DELIV,0.005479,0.6309429,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,38,EQTY ,2,1000,0.01,DELIV,0.005479,0.2,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,38.5,EQTY ,4748,1000,7.03,DELIV,0.005479,0.6753912,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,38.5,EQTY ,3,1000,0.01,DELIV,0.005479,0.3,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,39,EQTY ,4738,1000,6.53,DELIV,0.005479,0.7255743,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,39,EQTY ,6,1000,0.01,DELIV,0.005479,0.6,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,39.5,EQTY ,4706,1000,6.03,DELIV,0.005479,0.7804312,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,39.5,EQTY ,10,1000,0.01,DELIV,0.005479,1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,40,EQTY ,4630,1000,5.54,DELIV,0.005479,0.8357401,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,40,EQTY ,20,1000,0.02,DELIV,0.005479,1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,40.5,EQTY ,4505,1000,5.04,DELIV,0.005479,0.8938492,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,40.5,EQTY ,20,1000,0.02,DELIV,0.005479,1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,41,EQTY ,4277,1000,4.55,DELIV,0.005479,0.94,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,41,EQTY ,30,1000,0.03,DELIV,0.005479,1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,41.5,EQTY ,3953,1000,4.06,DELIV,0.005479,0.9736453,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,41.5,EQTY ,40,1000,0.04,DELIV,0.005479,1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,42,EQTY ,3537,1000,3.56,DELIV,0.005479,0.9935393,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,42,EQTY ,40,1000,0.04,DELIV,0.005479,1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,42.5,EQTY ,3067,1000,3.07,DELIV,0.005479,0.9990228,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,42.5,EQTY ,50,1000,0.05,DELIV,0.005479,1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,43,EQTY ,2590,1000,2.59,DELIV,0.005479,1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,43,EQTY ,70,1000,0.07,DELIV,0.005479,1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,43.5,EQTY ,2120,1000,2.12,DELIV,0.005479,1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,43.5,EQTY ,100,1000,0.1,DELIV,0.005479,1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,44,EQTY ,1660,1000,1.66,DELIV,0.005479,1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,44,EQTY ,140,1000,0.14,DELIV,0.005479,1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,44.5,EQTY ,1230,1000,1.23,DELIV,0.005479,1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,44.5,EQTY ,210,1000,0.21,DELIV,0.005479,1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,45,EQTY ,840,1000,0.84,DELIV,0.005479,1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,45,EQTY ,320,1000,0.32,DELIV,0.005479,1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,45.5,EQTY ,520,1000,0.52,DELIV,0.005479,1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,45.5,EQTY ,500,1000,0.5,DELIV,0.005479,1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,46,EQTY ,290,1000,0.29,DELIV,0.005479,1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,46,EQTY ,770,1000,0.77,DELIV,0.005479,1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,46.5,EQTY ,150,1000,0.15,DELIV,0.005479,1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,46.5,EQTY ,1130,1000,1.13,DELIV,0.005479,1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,47,EQTY ,80,1000,0.08,DELIV,0.005479,1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,47,EQTY ,1560,1000,1.56,DELIV,0.005479,1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,47.5,EQTY ,50,1000,0.05,DELIV,0.005479,1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,47.5,EQTY ,2030,1000,2.03,DELIV,0.005479,1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,48,EQTY ,30,1000,0.03,DELIV,0.005479,1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,48,EQTY ,2510,1000,2.51,DELIV,0.005479,1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,48.5,EQTY ,30,1000,0.03,DELIV,0.005479,1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,48.5,EQTY ,3008,1000,3.01,DELIV,0.005479,0.9993355,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,49,EQTY ,20,1000,0.02,DELIV,0.005479,1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,49,EQTY ,3482,1000,3.5,DELIV,0.005479,0.9948571,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,49.5,EQTY ,20,1000,0.02,DELIV,0.005479,1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,49.5,EQTY ,3907,1000,4,DELIV,0.005479,0.97675,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,50,EQTY ,10,1000,0.01,DELIV,0.005479,1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,50,EQTY ,4256,1000,4.49,DELIV,0.005479,0.9478842,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,50.5,EQTY ,5,1000,0.01,DELIV,0.005479,0.5,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,50.5,EQTY ,4504,1000,4.99,DELIV,0.005479,0.9026052,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,51,EQTY ,3,1000,0.01,DELIV,0.005479,0.3,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,51,EQTY ,4648,1000,5.49,DELIV,0.005479,0.8466302,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,51.5,EQTY ,1,1000,0.01,DELIV,0.005479,0.1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,51.5,EQTY ,4716,1000,5.99,DELIV,0.005479,0.7873122,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,52,EQTY ,1,1000,0.01,DELIV,0.005479,0.1,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,52,EQTY ,4741,1000,6.49,DELIV,0.005479,0.7305085,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,52.5,EQTY ,0,1000,0.01,DELIV,0.005479,0,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,52.5,EQTY ,4748,1000,6.99,DELIV,0.005479,0.6792561,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,53,EQTY ,0,1000,0.01,DELIV,0.005479,0,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,53,EQTY ,4750,1000,7.49,DELIV,0.005479,0.6341789,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,53.5,EQTY ,0,1000,0.01,DELIV,0.005479,0,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,53.5,EQTY ,4750,1000,7.99,DELIV,0.005479,0.5944931,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,54,EQTY ,0,1000,0.01,DELIV,0.005479,0,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,54,EQTY ,4750,1000,8.49,DELIV,0.005479,0.5594817,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,54.5,EQTY ,0,1000,0.01,DELIV,0.005479,0,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,54.5,EQTY ,4750,1000,8.99,DELIV,0.005479,0.5283648,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,55,EQTY ,0,1000,0.01,DELIV,0.005479,0,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,55,EQTY ,4750,1000,9.49,DELIV,0.005479,0.5005269,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,55.5,EQTY ,0,1000,0.01,DELIV,0.005479,0,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,55.5,EQTY ,4750,1000,9.99,DELIV,0.005479,0.4754755,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,56,EQTY ,0,1000,0.01,DELIV,0.005479,0,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,56,EQTY ,4750,1000,10.49,DELIV,0.005479,0.4528122,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,56.5,EQTY ,0,1000,0.01,DELIV,0.005479,0,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,56.5,EQTY ,4750,1000,10.99,DELIV,0.005479,0.4322111,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,57.5,EQTY ,0,1000,0.01,DELIV,0.005479,0,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,57.5,EQTY ,4750,1000,11.99,DELIV,0.005479,0.3961635,0.313444,42,W
2020-12-09,NYM,LO2,CL,OOF,WEEKLY CRUDE OI,2021-01-01,2020-12-01,60,EQTY ,0,1000,0.01,DELIV,0.005479,0,0.313444,42,W
